,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,RL (kOhm),Vcc
"1832 West Collins Avenue,  Orange, CA  92867-5425    Tel:714-639-1000    Fax:714-639-1220",,,,,,,,,5.6,5
http://www.ussensor.com,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"RESISTANCE VS. TEMPERATURE CHART CURVE ""J"" ",,,,,,,,,,
,,,,,,,,,,
Temp (°C),Resistance (Ω),VT (V),,,,,,,,
,"10,000 Ω @ +25°C",,,,,,,,,
,,,ADR,,,,,,,
-55.00,963849.00,0.03,5.91,-29.87,,,,,,
-54.95,960288.78,0.03,5.93,-29.86,,,,,,
-54.90,956743.02,0.03,5.95,-29.85,,,,,,
-54.85,953211.63,0.03,5.97,-29.85,,,,,,
-54.80,949694.57,0.03,6.00,-29.84,,,,,,
-54.75,946191.77,0.03,6.02,-29.84,,,,,,
-54.70,942703.17,0.03,6.04,-29.83,,,,,,
-54.65,939228.70,0.03,6.06,-29.83,,,,,,
-54.60,935768.30,0.03,6.09,-29.82,,,,,,
-54.55,932321.91,0.03,6.11,-29.81,,,,,,
-54.50,928889.47,0.03,6.13,-29.81,,,,,,
-54.45,925470.91,0.03,6.15,-29.80,,,,,,
-54.40,922066.19,0.03,6.18,-29.80,,,,,,
-54.35,918675.22,0.03,6.20,-29.79,,,,,,
-54.30,915297.96,0.03,6.22,-29.79,,,,,,
-54.25,911934.35,0.03,6.24,-29.78,,,,,,
-54.20,908584.32,0.03,6.27,-29.77,,,,,,
-54.15,905247.82,0.03,6.29,-29.77,,,,,,
-54.10,901924.78,0.03,6.31,-29.76,,,,,,
-54.05,898615.15,0.03,6.34,-29.76,,,,,,
-54.00,895318.87,0.03,6.36,-29.75,,,,,,
-53.95,892035.88,0.03,6.38,-29.75,,,,,,
-53.90,888766.12,0.03,6.41,-29.74,,,,,,
-53.85,885509.53,0.03,6.43,-29.73,,,,,,
-53.80,882266.06,0.03,6.45,-29.73,,,,,,
-53.75,879035.64,0.03,6.48,-29.72,,,,,,
-53.70,875818.23,0.03,6.50,-29.72,,,,,,
-53.65,872613.77,0.03,6.52,-29.71,,,,,,
-53.60,869422.19,0.03,6.55,-29.70,,,,,,
-53.55,866243.44,0.03,6.57,-29.70,,,,,,
-53.50,863077.47,0.03,6.59,-29.69,,,,,,
-53.45,859924.22,0.03,6.62,-29.69,,,,,,
-53.40,856783.63,0.03,6.64,-29.68,,,,,,
-53.35,853655.66,0.03,6.67,-29.67,,,,,,
-53.30,850540.23,0.03,6.69,-29.67,,,,,,
-53.25,847437.31,0.03,6.72,-29.66,,,,,,
-53.20,844346.83,0.03,6.74,-29.65,,,,,,
-53.15,841268.74,0.03,6.76,-29.65,,,,,,
-53.10,838202.99,0.03,6.79,-29.64,,,,,,
-53.05,835149.53,0.03,6.81,-29.64,,,,,,
-53.00,832108.29,0.03,6.84,-29.63,,,,,,
-52.95,829079.23,0.03,6.86,-29.62,,,,,,
-52.90,826062.29,0.03,6.89,-29.62,,,,,,
-52.85,823057.43,0.03,6.91,-29.61,,,,,,
-52.80,820064.58,0.03,6.94,-29.60,,,,,,
-52.75,817083.70,0.03,6.96,-29.60,,,,,,
-52.70,814114.73,0.03,6.99,-29.59,,,,,,
